~id,~label,healthCodeDescription:String
637 Hoffman Circle,Address,
3164 Jenna Road,Address,
38230 Loomis Street,Address,
9 Schlimgen Lane,Address,
2661 Lighthouse Bay Junction,Address,
11 Valley Edge Place,Address,
412 Dunning Alley,Address,
57504 Hintze Place,Address,
7 Vahlen Center,Address,
7155 Browning Court,Address,
63777 Brickson Park Drive,Address,
3 Delladonna Park,Address,
13 Butternut Road,Address,
6326 Walton Hill,Address,
6 Waxwing Center,Address,
7071 Beilfuss Terrace,Address,
044 Golf Course Place,Address,
81 Tony Street,Address,
5 Kropf Alley,Address,
35 Hayes Alley,Address,
98215 Bay Plaza,Address,
91749 Messerschmidt Plaza,Address,
2945 Melody Center,Address,
0 East Alley,Address,
49 Vahlen Point,Address,
46 Schlimgen Road,Address,
1 Lighthouse Bay Point,Address,
9590 Manitowish Point,Address,
08510 Scofield Hill,Address,
49940 Ilene Point,Address,
4096 Russell Lane,Address,
3107 Lillian Street,Address,
5256 Carey Crossing,Address,
8513 Buena Vista Avenue,Address,
3864 Heath Pass,Address,
3016 Jay Drive,Address,
9 Anzinger Alley,Address,
58396 Duke Circle,Address,
872 Walton Alley,Address,
19 Pawling Center,Address,
66591 Washington Alley,Address,
1306 Doe Crossing Pass,Address,
3688 Sheridan Court,Address,
7 Lyons Road,Address,
768 Bashford Alley,Address,
004 International Pass,Address,
0097 Brown Plaza,Address,
9 Kinsman Alley,Address,
3 Nevada Drive,Address,
737 Vera Hill,Address,
56044 Moulton Lane,Address,
366 Sundown Pass,Address,
858 Granby Place,Address,
7 Almo Plaza,Address,
46 Barnett Lane,Address,
4882 Rowland Point,Address,
53 Loeprich Point,Address,
5992 Mallory Lane,Address,
050 Hoepker Trail,Address,
0419 Blue Bill Park Court,Address,
8502 Leroy Hill,Address,
6 Crescent Oaks Plaza,Address,
40268 Karstens Plaza,Address,
260 Sheridan Park,Address,
75259 Lake View Drive,Address,
13998 Meadow Ridge Street,Address,
0 Drewry Center,Address,
4954 Cottonwood Lane,Address,
8139 Raven Hill,Address,
68 Dahle Plaza,Address,
40 Jenna Alley,Address,
00 Granby Way,Address,
04 Bluejay Point,Address,
875 Forster Court,Address,
31 Stoughton Road,Address,
64017 Riverside Street,Address,
0736 Sunbrook Place,Address,
302 Clarendon Drive,Address,
268 Bowman Parkway,Address,
126 Nevada Terrace,Address,
26594 Kingsford Alley,Address,
09735 Troy Drive,Address,
355 Monument Alley,Address,
2 Wayridge Place,Address,
663 Delaware Hill,Address,
3 Red Cloud Road,Address,
3925 Springview Crossing,Address,
9 Lake View Road,Address,
7372 Jay Lane,Address,
0 Bonner Crossing,Address,
594 Melvin Parkway,Address,
77 Drewry Crossing,Address,
2336 Summit Junction,Address,
87337 Milwaukee Way,Address,
9257 Marcy Trail,Address,
41594 Doe Crossing Crossing,Address,
6353 Rieder Court,Address,
5 Northview Terrace,Address,
16 Oak Junction,Address,
479 Hagan Junction,Address,
80626 Johnson Crossing,Address,
5 Duke Point,Address,
7 Northfield Way,Address,
160 Steensland Crossing,Address,
961 Northridge Circle,Address,
80 Eggendart Hill,Address,
72 Quincy Road,Address,
350 Chinook Road,Address,
41 Mccormick Way,Address,
7291 Northfield Place,Address,
560 Oxford Lane,Address,
51318 Crest Line Circle,Address,
44341 Utah Terrace,Address,
3 Ohio Plaza,Address,
518 Dottie Avenue,Address,
08 Hayes Lane,Address,
5147 Bay Drive,Address,
745 Hermina Street,Address,
3547 Superior Lane,Address,
5 Lukken Hill,Address,
00393 Boyd Crossing,Address,
93725 Claremont Road,Address,
13155 Eagan Court,Address,
766 Schiller Center,Address,
3788 Independence Street,Address,
5 Petterle Parkway,Address,
86702 Old Gate Place,Address,
82632 Elmside Trail,Address,
1 Anderson Center,Address,
4 Lighthouse Bay Street,Address,
5098 Little Fleur Pass,Address,
2 Goodland Street,Address,
8 Bonner Road,Address,
49 Mayfield Way,Address,
7 Spohn Park,Address,
1 Novick Lane,Address,
262 Westerfield Lane,Address,
09 Killdeer Trail,Address,
98 Scofield Parkway,Address,
2737 Starling Junction,Address,
67455 Algoma Drive,Address,
2 Dryden Pass,Address,
501 Hansons Center,Address,
1 Johnson Center,Address,
39116 Walton Park,Address,
61 Menomonie Street,Address,
3 Vernon Park,Address,
81188 Riverside Place,Address,
6 Westport Terrace,Address,
6 Vahlen Avenue,Address,
7140 Bayside Park,Address,
517 Elka Way,Address,
809 Glendale Junction,Address,
4 Birchwood Alley,Address,
51 Orin Hill,Address,
98 Moulton Plaza,Address,
4 Eastwood Court,Address,
51 Lerdahl Circle,Address,
6058 Schlimgen Plaza,Address,
1 Boyd Drive,Address,
50958 Dapin Center,Address,
88 Pankratz Road,Address,
699 John Wall Lane,Address,
7759 Harbort Street,Address,
6 Springview Drive,Address,
47764 Graceland Trail,Address,
1 Norway Maple Place,Address,
22 Truax Parkway,Address,
353 8th Circle,Address,
5 Hanson Park,Address,
0125 Eagan Circle,Address,
122 Vahlen Way,Address,
57 School Way,Address,
27 Myrtle Avenue,Address,
93 Boyd Center,Address,
7412 Mariners Cove Court,Address,
65117 Bonner Plaza,Address,
54 Heffernan Way,Address,
791 Dovetail Place,Address,
21 Almo Terrace,Address,
7 Sutherland Terrace,Address,
44646 Lake View Plaza,Address,
13 Lukken Road,Address,
619 Maywood Alley,Address,
51684 Summerview Road,Address,
30135 Eggendart Lane,Address,
030 Weeping Birch Alley,Address,
50 Anniversary Hill,Address,
0084 North Way,Address,
3 Mcguire Junction,Address,
75899 Stuart Avenue,Address,
0040 Moulton Avenue,Address,
58 Straubel Court,Address,
2040 Sauthoff Center,Address,
37 Talmadge Avenue,Address,
2 Nevada Place,Address,
78 Tennyson Court,Address,
7 Moose Court,Address,
029 Doe Crossing Court,Address,
7 Grayhawk Court,Address,
67 Michigan Trail,Address,
2 Ronald Regan Road,Address,
549 Chinook Terrace,Address,
71 Nobel Circle,Address,
291 Hermina Center,Address,
34 Vidon Drive,Address,
65538 Michigan Trail,Address,
608 Northland Alley,Address,
37627 Blackbird Pass,Address,
907 Debs Pass,Address,
2520 Schmedeman Road,Address,
2044 Moland Parkway,Address,
00484 Sullivan Lane,Address,
001 Park Meadow Circle,Address,
72934 Welch Plaza,Address,
21779 Sachs Pass,Address,
01757 Portage Circle,Address,
564 Di Loreto Terrace,Address,
959 Monterey Drive,Address,
382 Center Parkway,Address,
730 Sheridan Drive,Address,
8397 Maple Wood Crossing,Address,
653 Hermina Plaza,Address,
93 Bayside Avenue,Address,
449 Chinook Trail,Address,
90 1st Crossing,Address,
9639 Village Green Crossing,Address,
046 Briar Crest Place,Address,
918 Randy Lane,Address,
81091 Bonner Road,Address,
0 Gale Road,Address,
99 Farwell Park,Address,
04281 Oak Valley Park,Address,
06511 Schurz Pass,Address,
6461 Banding Circle,Address,
01622 Mayer Lane,Address,
06 Fremont Lane,Address,
19 Riverside Center,Address,
340 Quincy Court,Address,
04 Forest Run Road,Address,
543 Raven Terrace,Address,
9 Dayton Parkway,Address,
42 Eliot Avenue,Address,
87039 Buell Crossing,Address,
23 New Castle Street,Address,
1947 Eastwood Lane,Address,
489 Swallow Alley,Address,
16 Manufacturers Way,Address,
437 Birchwood Trail,Address,
06 Columbus Place,Address,
134 Briar Crest Avenue,Address,
92 Dapin Alley,Address,
377 John Wall Street,Address,
37 Milwaukee Circle,Address,
07052 Texas Plaza,Address,
25656 Northridge Parkway,Address,
4180 Clyde Gallagher Street,Address,
67367 Southridge Park,Address,
42 Mifflin Parkway,Address,
7111 Fieldstone Street,Address,
1 Oak Valley Lane,Address,
08 Holy Cross Lane,Address,
9 Dixon Point,Address,
9 4th Trail,Address,
0334 La Follette Parkway,Address,
56862 Beilfuss Crossing,Address,
4 Meadow Vale Avenue,Address,
96 Valley Edge Hill,Address,
5 6th Park,Address,
5 Monica Crossing,Address,
9759 Fairfield Drive,Address,
124 Bashford Trail,Address,
36103 Lerdahl Road,Address,
7 Melrose Road,Address,
57 Oak Valley Avenue,Address,
72983 Debra Plaza,Address,
14 Northport Parkway,Address,
24 Ramsey Avenue,Address,
581 Lerdahl Crossing,Address,
0216 Comanche Road,Address,
155 Sunbrook Lane,Address,
15 Burning Wood Pass,Address,
4119 Ridgeview Terrace,Address,
14426 2nd Hill,Address,
256 Golden Leaf Park,Address,
9 Nelson Street,Address,
1 Holmberg Point,Address,
2789 Summer Ridge Plaza,Address,
820 Eastlawn Court,Address,
1 Tennessee Hill,Address,
603 Carey Way,Address,
7542 Maple Hill,Address,
830 4th Point,Address,
9631 Heffernan Road,Address,
15080 Marcy Park,Address,
88672 Shasta Circle,Address,
78043 Lighthouse Bay Street,Address,
0 Canary Way,Address,
4376 Hagan Street,Address,
0116 Norway Maple Junction,Address,
8 Brown Way,Address,
650 Harbort Pass,Address,
8 Pleasure Avenue,Address,
964 Grasskamp Pass,Address,
26 La Follette Terrace,Address,
48 Lakewood Hill,Address,
8586 Northport Junction,Address,
99828 Annamark Park,Address,
5940 Sachtjen Circle,Address,
88539 Cardinal Park,Address,
62400 Springview Lane,Address,
20 Colorado Road,Address,
27 Pennsylvania Way,Address,
5182 Eagan Plaza,Address,
30 Dovetail Place,Address,
93129 Lighthouse Bay Alley,Address,
30638 Ridgeview Trail,Address,
5606 Laurel Hill,Address,
3235 Kennedy Plaza,Address,
298 Monterey Park,Address,
92 Laurel Alley,Address,
05 Onsgard Terrace,Address,
6 Village Trail,Address,
93 Nelson Way,Address,
46566 Raven Point,Address,
31534 Norway Maple Center,Address,
85 Banding Street,Address,
4 East Crossing,Address,
03 Rusk Crossing,Address,
83 Golf View Street,Address,
660 Knutson Trail,Address,
8 Fisk Drive,Address,
535 Loeprich Way,Address,
86 Drewry Trail,Address,
179 Carey Street,Address,
5276 Crescent Oaks Point,Address,
8 Lyons Trail,Address,
82 Ridgeview Crossing,Address,
6265 Blue Bill Park Drive,Address,
34 Algoma Street,Address,
22609 Porter Avenue,Address,
17382 Roth Circle,Address,
31 Elmside Avenue,Address,
18242 Goodland Parkway,Address,
28942 Maryland Hill,Address,
509 Prairie Rose Way,Address,
2409 Kinsman Plaza,Address,
574 Melody Park,Address,
2 Amoth Parkway,Address,
53201 West Crossing,Address,
5838 Amoth Park,Address,
86134 Green Avenue,Address,
409 Anthes Alley,Address,
28913 Clarendon Terrace,Address,
34140 Clarendon Circle,Address,
1594 Crowley Center,Address,
544 Annamark Crossing,Address,
78745 Dottie Pass,Address,
00024 Rockefeller Place,Address,
86 Buena Vista Plaza,Address,
85808 International Hill,Address,
45 Columbus Street,Address,
95 Loomis Park,Address,
71845 Esch Drive,Address,
26173 Jenifer Way,Address,
73272 Haas Street,Address,
47815 Lunder Point,Address,
9051 Bellgrove Crossing,Address,
4374 Buhler Avenue,Address,
30512 Autumn Leaf Junction,Address,
2 Fremont Park,Address,
39550 Thackeray Hill,Address,
1 Del Mar Pass,Address,
3110 Lillian Drive,Address,
4854 Pepper Wood Way,Address,
9134 Utah Lane,Address,
37 Mcguire Street,Address,
774 Farwell Alley,Address,
3319 Loftsgordon Drive,Address,
374 Dwight Point,Address,
18222 Lakeland Place,Address,
9 Summer Ridge Point,Address,
719 Novick Center,Address,
63 Caliangt Hill,Address,
15691 Aberg Lane,Address,
683 Moose Plaza,Address,
12850 Morningstar Parkway,Address,
7 Ronald Regan Place,Address,
22214 Lawn Court,Address,
35339 Eagan Center,Address,
80 Norway Maple Lane,Address,
3 David Circle,Address,
7855 Transport Terrace,Address,
3690 Warner Plaza,Address,
1149 Reinke Terrace,Address,
7 Armistice Drive,Address,
08 Bellgrove Road,Address,
69210 Kingsford Place,Address,
62 Dixon Hill,Address,
514 Southridge Park,Address,
030 Annamark Road,Address,
90828 Stuart Avenue,Address,
300 Mandrake Court,Address,
95144 Browning Alley,Address,
76203 7th Drive,Address,
7987 Merrick Way,Address,
90 Lotheville Trail,Address,
6863 David Plaza,Address,
755 Graceland Drive,Address,
5099 Ramsey Way,Address,
90002 Mallory Circle,Address,
654 Cambridge Avenue,Address,
35 Nelson Road,Address,
86322 Rieder Crossing,Address,
6784 Green Ridge Street,Address,
09461 Northview Parkway,Address,
87 Montana Parkway,Address,
4036 Goodland Hill,Address,
3706 Pearson Place,Address,
332 Hansons Point,Address,
8 Karstens Crossing,Address,
3 Autumn Leaf Park,Address,
0 Thackeray Circle,Address,
0774 Kropf Lane,Address,
67 Sullivan Way,Address,
71586 Buell Alley,Address,
225 Brown Circle,Address,
41034 Hanover Pass,Address,
52145 Corscot Point,Address,
2 Buell Street,Address,
7860 Hansons Circle,Address,
6844 Green Center,Address,
07 Loomis Plaza,Address,
104.193.50.195,Reg_IP,
141.80.29.25,Reg_IP,
28.35.245.58,Reg_IP,
135.61.68.239,Reg_IP,
132.17.57.15,Reg_IP,
106.1.248.21,Reg_IP,
255.4.128.249,Reg_IP,
